transactionDate,employee_employeeId,employee_employeeCode,employee_employeeName,paymentType,transactionDetails,amount
10/27/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/28/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/29/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/30/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/31/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/1/2020,,NIL,NIL,Sadar Expenses,Meals&Tiffin,220
11/1/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/2/2020,,NIL,NIL,Sadar Expenses,Tea,80
11/2/2020,,NIL,NIL,Sadar Expenses,Meals & Tiffin,220
11/3/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/3/2020,,NIL,NIL,Sadar Expenses,Meals& Tiffin,220
11/4/2020,,NIL,NIL,Sadar Expenses,Tea,80
11/5/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/6/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/7/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/8/2020,,NIL,NIL,Sadar Expenses,Tea,80
11/9/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/11/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/12/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/13/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/15/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/16/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/17/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/19/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/20/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/21/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/22/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/23/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/25/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/27/2020,,NIL,NIL,Sadar Expenses,Tea,50
11/28/2020,,NIL,NIL,Sadar Expenses,Meals,160
11/28/2020,,NIL,NIL,Sadar Expenses,Tea,100
11/29/2020,,NIL,NIL,Sadar Expenses,Meals,100
11/29/2020,,NIL,NIL,Sadar Expenses,Tea,150
11/30/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/2/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/3/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/4/2020,,NIL,NIL,Sadar Expenses,Tea&Glasses,100
12/5/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/6/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/7/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/9/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/10/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/11/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/12/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/13/2020,,NIL,NIL,Sadar Expenses,Tea,100
12/14/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/14/2020,,NIL,NIL,Sadar Expenses,Tiffin,100
12/15/2020,,NIL,NIL,Sadar Expenses,Tea&Tiffin,100
12/16/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/17/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/18/2020,,NIL,NIL,Sadar Expenses,Tea&Tiffins,180
12/19/2020,,NIL,NIL,Sadar Expenses,Tea&Tiffins,180
12/21/2020,,NIL,NIL,Sadar Expenses,Tea,100
12/23/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/24/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/25/2020,,NIL,NIL,Sadar Expenses,tea,100
12/25/2020,,NIL,NIL,Sadar Expenses,Meals,220
12/26/2020,,NIL,NIL,Sadar Expenses,Meals+Tiffens,600
12/26/2020,,NIL,NIL,Sadar Expenses,Tea,150
12/27/2020,,NIL,NIL,Sadar Expenses,Tea,150
12/27/2020,,NIL,NIL,Sadar Expenses,Meals+tiffens,600
12/28/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/30/2020,,NIL,NIL,Sadar Expenses,Tea,50
12/31/2020,,NIL,NIL,Sadar Expenses,Tea,80
1/1/2021,,NIL,NIL,Sadar Expenses,Chocolates,150
1/1/2021,,NIL,NIL,Sadar Expenses,Tea,60
1/2/2021,,NIL,NIL,Sadar Expenses,Tea,50
1/3/2021,,NIL,NIL,Sadar Expenses,Tea,100
1/4/2021,,NIL,NIL,Sadar Expenses,Tea,50
1/6/2021,,NIL,NIL,Sadar Expenses,Tea,50
1/7/2021,,NIL,NIL,Sadar Expenses,Tea,50
1/8/2021,,NIL,NIL,Sadar Expenses,Tea,50
1/9/2021,,NIL,NIL,Sadar Expenses,Tiffins,50
1/9/2021,,NIL,NIL,Sadar Expenses,Meals,120
1/9/2021,,NIL,NIL,Sadar Expenses,Tea,100
1/9/2021,,NIL,NIL,Sadar Expenses,Meals,120
1/10/2021,,NIL,NIL,Sadar Expenses,Tea,100
1/10/2021,,NIL,NIL,Sadar Expenses,Meals,160
1/10/2021,,NIL,NIL,Sadar Expenses,Tea,50
1/11/2021,,NIL,NIL,Sadar Expenses,Tea,50
1/21/2021,,NIL,NIL,Sadar Expenses,Tea,50
1/18/2021,,NIL,NIL,Sadar Expenses,Tea,50
1/20/2021,,NIL,NIL,Sadar Expenses,Tea,50
1/17/2021,,NIL,NIL,Sadar Expenses,Tea,50
1/22/2021,,NIL,NIL,Sadar Expenses,Meals,200
1/22/2021,,NIL,NIL,Sadar Expenses,Meals,500
1/23/2021,,NIL,NIL,Sadar Expenses,Meals,400
1/23/2021,,NIL,NIL,Sadar Expenses,Tea,100
1/23/2021,,NIL,NIL,Sadar Expenses,Tea,100
1/23/2021,,NIL,NIL,Sadar Expenses,Meals,150
1/24/2021,,NIL,NIL,Sadar Expenses,Meals,600
1/24/2021,,NIL,NIL,Sadar Expenses,Tea,200
1/25/2021,,NIL,NIL,Sadar Expenses,Tea,150
1/25/2021,,NIL,NIL,Sadar Expenses,Meals,350
1/25/2021,,NIL,NIL,Sadar Expenses,Tea,150
1/25/2021,,NIL,NIL,Sadar Expenses,Meals+Tiffens,150
8/13/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/7/2020,,NIL,NIL,Sadar Expenses,Tea,50
1/27/2021,,NIL,NIL,Sadar Expenses,Tea,100
1/28/2021,,NIL,NIL,Sadar Expenses,Tiffens&water,150
1/28/2021,,NIL,NIL,Sadar Expenses,Tea,100
1/28/2021,,NIL,NIL,Sadar Expenses,Water bottle,80
1/29/2021,,NIL,NIL,Sadar Expenses,Tiffens,100
1/29/2021,,NIL,NIL,Sadar Expenses,Meals+water,100
1/29/2021,,NIL,NIL,Sadar Expenses,tea,100
1/30/2021,,NIL,NIL,Sadar Expenses,Meals,300
1/30/2021,,NIL,NIL,Sadar Expenses,Tiffin,50
1/30/2021,,NIL,NIL,Sadar Expenses,Tea,100
1/31/2021,,NIL,NIL,Sadar Expenses,Tiffen,50
1/31/2021,,NIL,NIL,Sadar Expenses,Tea,100
1/31/2021,,NIL,NIL,Sadar Expenses,Water Bottle,120
2/1/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/2/2021,,NIL,NIL,Sadar Expenses,Tea,50
2/3/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/3/2021,,NIL,NIL,Sadar Expenses,Tiffen,100
2/4/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/5/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/6/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/7/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/8/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/9/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/10/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/11/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/12/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/13/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/14/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/15/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/16/2021,,NIL,NIL,Sadar Expenses,Tea,60
2/17/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/18/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/19/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/20/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/21/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/22/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/23/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/24/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/25/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/26/2021,,NIL,NIL,Sadar Expenses,Tea,100
2/27/2021,,NIL,NIL,Sadar Expenses,Tea+Tiffen,150
2/27/2021,,NIL,NIL,Sadar Expenses,Meals,180
2/27/2021,,NIL,NIL,Sadar Expenses,Tea,50
2/27/2021,,NIL,NIL,Sadar Expenses,Meals,200
2/28/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/1/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/3/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/4/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/5/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/6/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/7/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/8/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/9/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/10/2021,,NIL,NIL,Sadar Expenses,Tea,50
3/12/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/13/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/14/2021,,NIL,NIL,Sadar Expenses,Meals,240
3/14/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/15/2021,,NIL,NIL,Sadar Expenses,Tea,50
3/16/2021,,NIL,NIL,Sadar Expenses,Tea,50
3/17/2021,,NIL,NIL,Sadar Expenses,Tea,50
3/18/2021,,NIL,NIL,Sadar Expenses,Tea,50
3/19/2021,,NIL,NIL,Sadar Expenses,Tea,50
3/20/2021,,NIL,NIL,Sadar Expenses,Tea,90
3/21/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/22/2021,,NIL,NIL,Sadar Expenses,Tea,50
3/23/2021,,NIL,NIL,Sadar Expenses,Tea,100
3/24/2021,,NIL,NIL,Sadar Expenses,Tea,50
3/25/2021,,NIL,NIL,Sadar Expenses,Tea,50
3/26/2021,,NIL,NIL,Sadar Expenses,Tea,50
3/27/2021,,NIL,NIL,Sadar Expenses,Tea,50
3/28/2021,,NIL,NIL,Sadar Expenses,Tea,50
3/29/2021,,NIL,NIL,Sadar Expenses,Tea,50
3/31/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/1/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/2/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/3/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/4/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/5/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/6/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/7/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/8/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/9/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/10/2021,,NIL,NIL,Sadar Expenses,Tea,180
4/11/2021,,NIL,NIL,Sadar Expenses,Meals+water bottle,420
4/11/2021,,NIL,NIL,Sadar Expenses,Tea,100
4/12/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/14/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/15/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/16/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/17/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/18/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/19/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/20/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/22/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/23/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/24/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/25/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/26/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/28/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/29/2021,,NIL,NIL,Sadar Expenses,Tea,50
4/30/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/2/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/3/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/4/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/5/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/6/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/7/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/8/2021,,NIL,NIL,Sadar Expenses,Tea,80
5/9/2021,,NIL,NIL,Sadar Expenses,Meals,200
5/9/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/10/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/11/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/12/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/13/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/14/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/15/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/16/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/17/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/19/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/20/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/21/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/22/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/23/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/24/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/26/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/27/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/28/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/29/2021,,NIL,NIL,Sadar Expenses,Tea,50
5/30/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/2/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/4/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/6/2021,,NIL,NIL,Sadar Expenses,Meals,350
6/6/2021,,NIL,NIL,Sadar Expenses,Tea,100
6/7/2021,,NIL,NIL,Sadar Expenses,Tea,30
6/10/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/5/2021,,NIL,NIL,Sadar Expenses,Meals,350
6/5/2021,,NIL,NIL,Sadar Expenses,Tea,120
6/11/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/12/2021,,NIL,NIL,Sadar Expenses,Tea,50
1/4/2020,,NIL,NIL,Subscription to News papers,News paper Bill,210
2/8/2020,,NIL,NIL,Subscription to News papers,News paper Bill,210
3/9/2020,,NIL,NIL,Subscription to News papers,News paper Bill,210
6/10/2021,,NIL,NIL,Subscription to News papers,News Paper Bill,230
12/17/2020,,NIL,NIL,Taxes & Licenses,Panchayiti Tax,48086
12/17/2020,,NIL,NIL,Taxes & Licenses,Panchayiti Water Tax,1200
1/4/2020,,NIL,NIL,Taxes & Licenses,Factory License Renewal,2400
1/22/2020,,NIL,NIL,Telephone Bills,January 2020 bill,300
2/20/2020,,NIL,NIL,Telephone Bills,Internet Bill,2875
2/24/2020,,NIL,NIL,Telephone Bills,February 2020 bill,300
3/16/2020,,NIL,NIL,Telephone Bills,March 2020 bill,300
7/20/2020,,NIL,NIL,Telephone Bills,Telephone Bill,300
8/26/2020,,NIL,NIL,Telephone Bills,Telaphone Bill,300
10/6/2020,,NIL,NIL,Telephone Bills,Telephone bill,600
11/25/2020,,NIL,NIL,Telephone Bills,Telephone,300
1/21/2021,,NIL,NIL,Telephone Bills,Phone bill paid(2months),600
4/1/2021,,NIL,NIL,Telephone Bills,Phone bill paid,610
5/17/2021,,NIL,NIL,Telephone Bills,Telephone bill paid,610
1/12/2020,,SSCS02,R.G.Prasad,Bonus paid to staff,R.G.Prasad,10000
1/11/2021,,SSCS02,R.G.Prasad,Bonus paid to staff,R.G.Prasad,10000
1/4/2020,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
2/3/2020,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
3/7/2020,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
4/4/2020,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
5/11/2020,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
6/7/2020,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
7/6/2020,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
8/1/2020,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
9/6/2020,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
10/4/2020,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
11/2/2020,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
12/6/2020,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
1/3/2021,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
2/6/2021,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
3/3/2021,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
4/7/2021,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
5/9/2021,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
6/6/2021,,SSCS02,R.G.Prasad,Salaries paid to Staff,R.G.Prasad,10000
1/12/2020,,SSCS05,Satyanarayana,Bonus paid to staff,Satyanarayana,8000
1/11/2021,,SSCS05,Satyanarayana,Bonus paid to staff,Satyanarayana,8000
1/4/2020,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
2/3/2020,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
3/7/2020,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
4/4/2020,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
5/11/2020,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
6/7/2020,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
7/6/2020,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
8/1/2020,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
9/6/2020,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
10/4/2020,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
11/2/2020,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
12/6/2020,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
1/3/2021,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
2/6/2021,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
3/3/2021,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
4/7/2021,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
5/9/2021,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
6/6/2021,,SSCS05,Satyanarayana,Salaries paid to Staff,Satyanarayana,8000
1/12/2020,,SSCS11,Subba Rao,Bonus paid to staff,Subba Rao,4500
1/4/2020,,SSCS11,Subba Rao,Salaries paid to Staff,Subba Rao,4500
2/3/2020,,SSCS11,Subba Rao,Salaries paid to Staff,Subba Rao,4500
3/7/2020,,SSCS11,Subba Rao,Salaries paid to Staff,Subba Rao,4500
4/4/2020,,SSCS11,Subba Rao,Salaries paid to Staff,Subba Rao,4500
5/11/2020,,SSCS11,Subba Rao,Salaries paid to Staff,Subba Rao,4500
6/7/2020,,SSCS11,Subba Rao,Salaries paid to Staff,Subba Rao,4500
7/6/2020,,SSCS12,Subba Rao,Salaries paid to Staff,Subba Rao,4500
8/1/2020,,SSCS13,Subba Rao,Salaries paid to Staff,Subba Rao,4500
9/6/2020,,SSCS14,Subba Rao,Salaries paid to Staff,Subba Rao,4500
10/4/2020,,SSCS15,Subba Rao,Salaries paid to Staff,Subba Rao,4500
11/2/2020,,SSCS16,Subba Rao,Salaries paid to Staff,Subba Rao,4500
12/6/2020,,SSCS17,Subba Rao,Salaries paid to Staff,Subba Rao,4500
1/3/2021,,SSCS18,Subba Rao,Salaries paid to Staff,Subba Rao,4500
1/29/2021,,SSCS19,Subba Rao,Salaries paid to Staff,Subba Rao,4500
1/11/2021,,SSCS11,Subba Rao,Bonus paid to staff,Subba Rao,4500
1/11/2021,,SSCS06,Subrahmanyam,Bonus paid to staff,Subrahmanyam,7500
1/12/2020,,SSCS06,Subrahmanyam,Bonus paid to staff,Subrahmanyam,7500
1/4/2020,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
2/3/2020,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
3/7/2020,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
4/4/2020,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
5/11/2020,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
6/7/2020,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
7/6/2020,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
8/1/2020,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
9/6/2020,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
10/4/2020,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
11/2/2020,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
12/6/2020,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
1/3/2021,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
2/6/2021,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
3/3/2021,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
4/7/2021,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
5/9/2021,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
6/6/2021,,SSCS06,Subrahmanyam,Salaries paid to Staff,Subrahmanyam,7500
1/12/2020,,SSCS03,V.S.V.Prasad,Bonus paid to staff,V.S.V.Prasad,7500
1/11/2021,,SSCS03,V.S.V.Prasad,Bonus paid to staff,V.S.V.Prasad,8500
1/4/2020,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,7500
2/3/2020,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,7500
3/7/2020,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,8500
4/4/2020,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,8500
5/11/2020,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,8500
6/7/2020,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,8500
7/6/2020,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,8500
8/1/2020,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,8500
9/6/2020,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,8500
10/4/2020,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,8500
11/2/2020,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,8500
11/17/2020,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,500
12/6/2020,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,8500
1/3/2021,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,8500
2/6/2021,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,8500
3/1/2021,,SSCS03,V.S.V.Prasad,Salaries paid to Staff,V.S.V.Prasad,8500
1/3/2021,,SSCS12,Venkayamma,Salaries paid to Staff,Sweeper Venkayamma,3000
2/6/2021,,SSCS12,Venkayamma,Salaries paid to Staff,Sweeper Venkayamma,3000
3/3/2021,,SSCS12,Venkayamma,Salaries paid to Staff,Sweeper Venkayamma,3000
4/7/2021,,SSCS12,Venkayamma,Salaries paid to Staff,Sweeper Venkayamma,3000
5/9/2021,,SSCS12,Venkayamma,Salaries paid to Staff,Sweeper Venkayamma,3000
6/6/2021,,SSCS12,Venkayamma,Salaries paid to Staff,Sweeper Venkayamma,3000
6/14/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/13/2021,,NIL,NIL,Sadar Expenses,Tea,100
6/16/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/17/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/18/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/19/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/20/2021,,NIL,NIL,Sadar Expenses,Ttea,50
6/21/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/23/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/24/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/25/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/26/2021,,NIL,NIL,Sadar Expenses,Tea,50
6/26/2021,,NIL,NIL,Sadar Expenses,Water Bottles For Madhav Garu,300
6/27/2021,,NIL,NIL,Sadar Expenses,Tea,100
6/28/2021,,NIL,NIL,Labor charges paid,Vij -paint Mestri,500
6/28/2021,,NIL,NIL,Sadar Expenses,Tiffen+tea,200
6/29/2021,,NIL,NIL,Sadar Expenses,Tea,100
6/29/2021,,NIL,NIL,Formalities paid to others,Arjun Garu/rampachodavaram,30000
6/30/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/1/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/2/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/3/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/4/2021,,NIL,NIL,Sadar Expenses,Tea,100
7/5/2021,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,10000
6/3/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/5/2021,,SSCS07,K.Chakradhara Rao,Salaries paid to Staff,Monthly Salary,8500
7/5/2021,,SSCS05,Satyanarayana,Salaries paid to Staff,Monthly Salary,8000
7/5/2021,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,7500
7/5/2021,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,5000
7/5/2021,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
7/5/2021,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
7/5/2021,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,16000
7/5/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/7/2021,,NIL,NIL,Sadar Expenses,Tea,50
7/8/2021,,NIL,NIL,Sadar Expenses,Tea,50
